id_loja,data,Week,Meta_de_receita
773,2024-03-02,9,7769
351,2024-03-02,9,17609
324,2024-03-02,9,15020
329,2024-03-02,9,7769
320,2024-03-02,9,21235
321,2024-03-02,9,9064
322,2024-03-02,9,9064
392,2024-03-02,9,12948
498,2024-03-02,9,7769
283,2024-03-02,9,11653
352,2024-03-02,9,15538
353,2024-03-02,9,12430
326,2024-03-02,9,15020
704,2024-03-02,9,7769
333,2024-03-02,9,15020
334,2024-03-02,9,10358
354,2024-03-02,9,11653
654,2024-03-02,9,9064
335,2024-03-02,9,14243
336,2024-03-02,9,18645
337,2024-03-02,9,10358
356,2024-03-02,9,14243
988,2024-03-02,9,0
357,2024-03-02,9,14243
1046,2024-03-02,9,0
339,2024-03-02,9,20199
978,2024-03-02,9,0
358,2024-03-02,9,7769
655,2024-03-02,9,9064
319,2024-03-02,9,10358
359,2024-03-02,9,12430
284,2024-03-02,9,14243
331,2024-03-02,9,10358
338,2024-03-02,9,16314
285,2024-03-02,9,10876
327,2024-03-02,9,9840
346,2024-03-09,10,11653
282,2024-03-09,10,13110
332,2024-03-09,10,21850
543,2024-03-09,10,8740
347,2024-03-09,10,18936
783,2024-03-09,10,13110
784,2024-03-09,10,8740
348,2024-03-09,10,14567
349,2024-03-09,10,18936
330,2024-03-09,10,23306
350,2024-03-09,10,17480
773,2024-03-09,10,10197
351,2024-03-09,10,20393
324,2024-03-09,10,18936
329,2024-03-09,10,10197
320,2024-03-09,10,24763
321,2024-03-09,10,11653
322,2024-03-09,10,11653
392,2024-03-09,10,13110
498,2024-03-09,10,10197
283,2024-03-09,10,17480
352,2024-03-09,10,18936
353,2024-03-09,10,16023
326,2024-03-09,10,20393
704,2024-03-09,10,10197
333,2024-03-09,10,21850
334,2024-03-09,10,13110
354,2024-03-09,10,15149
654,2024-03-09,10,12527
335,2024-03-09,10,20393
336,2024-03-09,10,24763
337,2024-03-09,10,13984
356,2024-03-09,10,18936
988,2024-03-09,10,0
357,2024-03-09,10,18936
1046,2024-03-09,10,0
339,2024-03-09,10,26220
978,2024-03-09,10,0
358,2024-03-09,10,11653
655,2024-03-09,10,10197
319,2024-03-09,10,11653
359,2024-03-09,10,17480
284,2024-03-09,10,18936
331,2024-03-09,10,14567
338,2024-03-09,10,20393
285,2024-03-09,10,11653
327,2024-03-09,10,13110
346,2024-03-16,11,10790
282,2024-03-16,11,12139
332,2024-03-16,11,20231
543,2024-03-16,11,8093
347,2024-03-16,11,17534
783,2024-03-16,11,12139
784,2024-03-16,11,8093
348,2024-03-16,11,13488
349,2024-03-16,11,17534
330,2024-03-16,11,21580
350,2024-03-16,11,16185
773,2024-03-16,11,9441
351,2024-03-16,11,18883
324,2024-03-16,11,17534
329,2024-03-16,11,9441
320,2024-03-16,11,22929
321,2024-03-16,11,10790
322,2024-03-16,11,10790
392,2024-03-16,11,12139
498,2024-03-16,11,9441
283,2024-03-16,11,16185
352,2024-03-16,11,17534
353,2024-03-16,11,14836
326,2024-03-16,11,18883
704,2024-03-16,11,9441
333,2024-03-16,11,20231
334,2024-03-16,11,12139
354,2024-03-16,11,14027
654,2024-03-16,11,11599
335,2024-03-16,11,18883
336,2024-03-16,11,22929
337,2024-03-16,11,12948
356,2024-03-16,11,17534
988,2024-03-16,11,0
357,2024-03-16,11,17534
1046,2024-03-16,11,0
339,2024-03-16,11,24278
978,2024-03-16,11,0
358,2024-03-16,11,10790
655,2024-03-16,11,9441
319,2024-03-16,11,10790
359,2024-03-16,11,16185
284,2024-03-16,11,17534
331,2024-03-16,11,13488
338,2024-03-16,11,18883
285,2024-03-16,11,10790
327,2024-03-16,11,11653
346,2024-03-23,12,10358
282,2024-03-23,12,11653
332,2024-03-23,12,19422
543,2024-03-23,12,7769
347,2024-03-23,12,16832
783,2024-03-23,12,11653
784,2024-03-23,12,7769
348,2024-03-23,12,12948
349,2024-03-23,12,16832
330,2024-03-23,12,20717
350,2024-03-23,12,15538
773,2024-03-23,12,9064
351,2024-03-23,12,18127
324,2024-03-23,12,16832
329,2024-03-23,12,9064
320,2024-03-23,12,22012
321,2024-03-23,12,10358
322,2024-03-23,12,10358
392,2024-03-23,12,11653
498,2024-03-23,12,9064
283,2024-03-23,12,15538
352,2024-03-23,12,16832
353,2024-03-23,12,14243
326,2024-03-23,12,18127
704,2024-03-23,12,9064
333,2024-03-23,12,19422
334,2024-03-23,12,11653
354,2024-03-23,12,13466
654,2024-03-23,12,11135
335,2024-03-23,12,18127
336,2024-03-23,12,22012
337,2024-03-23,12,12430
356,2024-03-23,12,16832
988,2024-03-23,12,0
357,2024-03-23,12,16832
1046,2024-03-23,12,0
339,2024-03-23,12,23306
978,2024-03-23,12,0
358,2024-03-23,12,10358
655,2024-03-23,12,9064
319,2024-03-23,12,10358
359,2024-03-23,12,15538
284,2024-03-23,12,16832
331,2024-03-23,12,12948
338,2024-03-23,12,18127
285,2024-03-23,12,10358
327,2024-03-23,12,11653
346,2024-03-30,13,10358
282,2024-03-30,13,11653
332,2024-03-30,13,19422
543,2024-03-30,13,7769
347,2024-03-30,13,16832
783,2024-03-30,13,11653
784,2024-03-30,13,7769
348,2024-03-30,13,12948
349,2024-03-30,13,16832
330,2024-03-30,13,20717
350,2024-03-30,13,15538
773,2024-03-30,13,9064
351,2024-03-30,13,18127
324,2024-03-30,13,16832
329,2024-03-30,13,9064
320,2024-03-30,13,22012
321,2024-03-30,13,10358
322,2024-03-30,13,10358
392,2024-03-30,13,11653
498,2024-03-30,13,9064
283,2024-03-30,13,15538
352,2024-03-30,13,16832
353,2024-03-30,13,14243
326,2024-03-30,13,18127
704,2024-03-30,13,9064
333,2024-03-30,13,19422
334,2024-03-30,13,11653
354,2024-03-30,13,13466
654,2024-03-30,13,11135
335,2024-03-30,13,18127
336,2024-03-30,13,22012
337,2024-03-30,13,12430
356,2024-03-30,13,16832
988,2024-03-30,13,0
357,2024-03-30,13,16832
1046,2024-03-30,13,0
339,2024-03-30,13,23306
978,2024-03-30,13,0
358,2024-03-30,13,10358
655,2024-03-30,13,9064
319,2024-03-30,13,10358
359,2024-03-30,13,15538
284,2024-03-30,13,16832
331,2024-03-30,13,12948
338,2024-03-30,13,18127
285,2024-03-30,13,10358
327,2024-03-30,13,11653
